hetio_id	name	het_type	cui
C1262281	Thrombosis in device	Side Effect	UMLS:C1262281
PC7_7474	Signaling by NOTCH4	Pathway	PC7_7474
C0393947	Cholinergic crisis	Side Effect	UMLS:C0393947
9997	SCO2	Gene	UMLS:C1419873
6362	CCL18	Gene	UMLS:C1332681
C0435632	Hand fracture	Side Effect	UMLS:C0435632
WP1531_r82221	Vitamin D Metabolism	Pathway	WP1531_r82221
51327	AHSP	Gene	UMLS:C1425284
GO:0043470	regulation of carbohydrate catabolic process	Biological Process	UMLS:C1819940
GO:0010665	regulation of cardiac muscle cell apoptotic process	Biological Process	UMLS:C2611960
8416	ANXA9	Gene	UMLS:C1412428
701	BUB1B	Gene	UMLS:C1412854
C3495832	Rheumatic disorder	Side Effect	UMLS:C3495832
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	Biological Process	UMLS:C1154474
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	Biological Process	UMLS:C1621528
C0151739	Small intestinal perforation	Side Effect	UMLS:C0151739
GO:0032262	pyrimidine nucleotide salvage	Biological Process	UMLS:C1819167
91289	LMF2	Gene	UMLS:C2239654
GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange factor complex	Cellular Component	UMLS:C2247637
GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange factor complex	Cellular Component	UMLS:C3893289
DB00341	Cetirizine	Compound	UMLS:C0055147
GO:0005165	neurotrophin receptor binding	Molecular Function	UMLS:C1149443
GO:0005165	neurotrophin receptor binding	Molecular Function	UMLS:C1323315
GO:0005165	neurotrophin receptor binding	Molecular Function	UMLS:C1755617
283710	LOC283710	Gene	283710
WP111_r82216	Electron Transport Chain	Pathway	WP111_r82216
DB00456	Cefalotin	Compound	UMLS:C0007735
440498	HSBP1L1	Gene	UMLS:C2829565
286097	MICU3	Gene	UMLS:C1539332
C0003864	Arthritis	Side Effect	UMLS:C0003864
GO:2000301	negative regulation of synaptic vesicle exocytosis	Biological Process	UMLS:C3157501
338809	C12orf74	Gene	UMLS:C2681281
199990	FAAP20	Gene	UMLS:C1823706
N0000006337	Ergocalciferols	Pharmacologic Class	UMLS:C0014696
26047	CNTNAP2	Gene	UMLS:C1422223
GO:1990403	embryonic brain development	Biological Process	UMLS:C3896165
137886	UBXN2B	Gene	UMLS:C1853155
GO:0070671	response to interleukin-12	Biological Process	UMLS:C2753425
GO:0060076	excitatory synapse	Cellular Component	UMLS:C1516988
D059350	Chronic Pain	Symptom	UMLS:C0150055
D059350	Chronic Pain	Symptom	UMLS:C3178789
GO:0017119	Golgi transport complex	Cellular Component	UMLS:C1166868
GO:0017119	Golgi transport complex	Cellular Component	UMLS:C1744672
GO:0016480	negative regulation of transcription from RNA polymerase III promoter	Biological Process	UMLS:C1158779
GO:0016480	negative regulation of transcription from RNA polymerase III promoter	Biological Process	UMLS:C2243185
N0000187062	Cytochrome P450 2C8 Inhibitors	Pharmacologic Class	UMLS:C3665040
GO:1902996	regulation of neurofibrillary tangle assembly	Biological Process	UMLS:C3824080
GO:1902996	regulation of neurofibrillary tangle assembly	Biological Process	UMLS:C3824081
GO:1902996	regulation of neurofibrillary tangle assembly	Biological Process	UMLS:C3824082
GO:1902996	regulation of neurofibrillary tangle assembly	Biological Process	UMLS:C3824083
GO:1902996	regulation of neurofibrillary tangle assembly	Biological Process	UMLS:C3824605
C0023501	Leukaemoid reaction	Side Effect	UMLS:C0023501
54627	MAP10	Gene	UMLS:C3540873
GO:0044273	sulfur compound catabolic process	Biological Process	UMLS:C1523960
GO:0044273	sulfur compound catabolic process	Biological Process	UMLS:C1752854
GO:0044273	sulfur compound catabolic process	Biological Process	UMLS:C1820026
150082	LCA5L	Gene	UMLS:C2239646
55696	RBM22	Gene	UMLS:C1538787
C0853326	Dyspnoea exacerbated	Side Effect	UMLS:C0853326
GO:0051537	2 iron, 2 sulfur cluster binding	Molecular Function	UMLS:C1656943
64777	RMND5B	Gene	UMLS:C1826835
57030	SLC17A7	Gene	UMLS:C1424493
PC7_8432	Tryptophan catabolism	Pathway	PC7_8432
C0232940	Amenorrhea secondary	Side Effect	UMLS:C0232940
GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane	Cellular Component	UMLS:C1622011
GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane	Cellular Component	UMLS:C3820521
C0026975	Myelitis	Side Effect	UMLS:C0026975
DB01613	Erythrityl Tetranitrate	Compound	UMLS:C0014758
GO:0016592	mediator complex	Cellular Component	UMLS:C1167096
GO:0016592	mediator complex	Cellular Component	UMLS:C1753322
GO:0016592	mediator complex	Cellular Component	UMLS:C2243196
4863	NPAT	Gene	UMLS:C1417775
9204	ZMYM6	Gene	UMLS:C1823962
C0859253	Microhemorrhage	Side Effect	UMLS:C0859253
23037	PDZD2	Gene	UMLS:C1826563
57415	C3orf14	Gene	UMLS:C1540225
GO:0003166	bundle of His development	Biological Process	UMLS:C2753564
C0699791	Carcinoma stomach	Side Effect	UMLS:C0699791
GO:1904154	positive regulation of retrograde protein transport, ER to cytosol	Biological Process	UMLS:C4234863
GO:1904154	positive regulation of retrograde protein transport, ER to cytosol	Biological Process	UMLS:C4234864
GO:1904154	positive regulation of retrograde protein transport, ER to cytosol	Biological Process	UMLS:C4234865
GO:1904154	positive regulation of retrograde protein transport, ER to cytosol	Biological Process	UMLS:C4236353
C0031538	Tight foreskin	Side Effect	UMLS:C0031538
D001926	Brain Death	Symptom	UMLS:C0006110
D001926	Brain Death	Symptom	UMLS:C0750966
DB00321	Amitriptyline	Compound	UMLS:C0002600
GO:0001189	RNA polymerase I transcriptional preinitiation complex assembly at the promoter for the nuclear large rRNA transcript	Biological Process	UMLS:C3271194
N0000008054	Sulfonylurea Compounds	Pharmacologic Class	UMLS:C0038766
65244	SPATS2	Gene	UMLS:C1425677
GO:0070253	somatostatin secretion	Biological Process	UMLS:C2610946
GO:0048172	regulation of short-term neuronal synaptic plasticity	Biological Process	UMLS:C1326641
388439	FLJ12120	Gene	388439
1589	CYP21A2	Gene	UMLS:C1413861
GO:0034329	cell junction assembly	Biological Process	UMLS:C2247930
GO:0051345	positive regulation of hydrolase activity	Biological Process	UMLS:C1658965
GO:0051345	positive regulation of hydrolase activity	Biological Process	UMLS:C2259336
GO:0051345	positive regulation of hydrolase activity	Biological Process	UMLS:C2259337
55079	FEZF2	Gene	UMLS:C1825291
GO:1901214	regulation of neuron death	Biological Process	UMLS:C3547507
4008	LMO7	Gene	UMLS:C1416885
4065	LY75	Gene	UMLS:C1416939
GO:0051001	negative regulation of nitric-oxide synthase activity	Biological Process	UMLS:C1527023
GO:0051001	negative regulation of nitric-oxide synthase activity	Biological Process	UMLS:C1744692
GO:0051001	negative regulation of nitric-oxide synthase activity	Biological Process	UMLS:C2259125
284485	RIIAD1	Gene	UMLS:C2681893
GO:0006739	NADP metabolic process	Biological Process	UMLS:C1158205
GO:0006739	NADP metabolic process	Biological Process	UMLS:C1158209
2307	FOXS1	Gene	UMLS:C1414632
C1096732	Fungus sputum test positive	Side Effect	UMLS:C1096732
GO:0033567	DNA replication, Okazaki fragment processing	Biological Process	UMLS:C2246992
GO:0090234	regulation of kinetochore assembly	Biological Process	UMLS:C2755652
GO:0090234	regulation of kinetochore assembly	Biological Process	UMLS:C2755653
C0022073	Iridocyclitis	Side Effect	UMLS:C0022073
GO:0060160	negative regulation of dopamine receptor signaling pathway	Biological Process	UMLS:C2262931
136371	ASB10	Gene	UMLS:C1424806
390664	C1QTNF8	Gene	UMLS:C1429194
GO:0030201	heparan sulfate proteoglycan metabolic process	Biological Process	UMLS:C1157845
GO:0030201	heparan sulfate proteoglycan metabolic process	Biological Process	UMLS:C2612360
23180	RFTN1	Gene	UMLS:C1826809
5029	P2RY2	Gene	UMLS:C1418219
7702	ZNF143	Gene	UMLS:C1421635
C0036093	Salivary gland disorder	Side Effect	UMLS:C0036093
731220	RFX8	Gene	UMLS:C2828602
GO:0016757	transferase activity, transferring glycosyl groups	Molecular Function	UMLS:C1152069
GO:0016757	transferase activity, transferring glycosyl groups	Molecular Function	UMLS:C1152167
GO:0032286	central nervous system myelin maintenance	Biological Process	UMLS:C1819192
UBERON:0003216	hard palate	Anatomy	UMLS:C0222734
UBERON:0003216	hard palate	Anatomy	UMLS:C0226901
9788	MTSS1	Gene	UMLS:C1426941
GO:0000281	mitotic cytokinesis	Biological Process	UMLS:C1155702
C0151765	Liver fatty deposition	Side Effect	UMLS:C0151765
GO:0031624	ubiquitin conjugating enzyme binding	Molecular Function	UMLS:C1622666
GO:0004602	glutathione peroxidase activity	Molecular Function	UMLS:C1151528
GO:0004602	glutathione peroxidase activity	Molecular Function	UMLS:C1817213
D054972	Postural Orthostatic Tachycardia Syndrome	Symptom	UMLS:C1299624
364	AQP7	Gene	UMLS:C1412497
GO:0060411	cardiac septum morphogenesis	Biological Process	UMLS:C2610560
57824	HMHB1	Gene	UMLS:C1825517
GO:1903036	positive regulation of response to wounding	Biological Process	UMLS:C3893813
DB00375	Colestipol	Compound	UMLS:C0009279
DB01351	Amobarbital	Compound	UMLS:C0002640
DB01351	Amobarbital	Compound	UMLS:C0004740
DB01351	Amobarbital	Compound	UMLS:C0591086
DB01351	Amobarbital	Compound	UMLS:C4255694
DOID:11054	urinary bladder cancer	Disease	UMLS:C0005684
DOID:11054	urinary bladder cancer	Disease	UMLS:C0005695
64100	ELSPBP1	Gene	UMLS:C1422634
GO:0031058	positive regulation of histone modification	Biological Process	UMLS:C1523533
GO:0031058	positive regulation of histone modification	Biological Process	UMLS:C2245029
GO:0031058	positive regulation of histone modification	Biological Process	UMLS:C2245030
283373	ANKRD52	Gene	UMLS:C1823686
GO:0051450	myoblast proliferation	Biological Process	UMLS:C1662581
GO:1902715	positive regulation of interferon-gamma secretion	Biological Process	UMLS:C3823134
GO:1902715	positive regulation of interferon-gamma secretion	Biological Process	UMLS:C3823135
GO:1902715	positive regulation of interferon-gamma secretion	Biological Process	UMLS:C3823136
GO:1902715	positive regulation of interferon-gamma secretion	Biological Process	UMLS:C3823137
GO:0048713	regulation of oligodendrocyte differentiation	Biological Process	UMLS:C1657437
GO:0030686	90S preribosome	Cellular Component	UMLS:C1325677
170302	ARX	Gene	UMLS:C1425272
64430	PCNXL4	Gene	UMLS:C3541676
8170	SLC14A2	Gene	UMLS:C1420099
PC7_4775	Interleukin receptor SHC signaling	Pathway	PC7_4775
C0919671	Subileus	Side Effect	UMLS:C0919671
55109	AGGF1	Gene	UMLS:C1540193
C0015376	Extravasation	Side Effect	UMLS:C0015376
10224	ZNF443	Gene	UMLS:C1427184
399693	MGC50722	Gene	UMLS:C4085855
C0265783	Pulmonary hypoplasia	Side Effect	UMLS:C0265783
253143	PRR14L	Gene	UMLS:C1824511
79192	IRX1	Gene	UMLS:C1422590
51426	POLK	Gene	UMLS:C1418735
8555	CDC14B	Gene	UMLS:C1413254
105372342	LOC105372342	Gene	105372342
GO:0035905	ascending aorta development	Biological Process	UMLS:C3271359
C0152032	Urinary hesitation	Side Effect	UMLS:C0152032
GO:0007256	activation of JNKK activity	Biological Process	UMLS:C1155544
GO:0007256	activation of JNKK activity	Biological Process	UMLS:C1749764
3227	HOXC11	Gene	UMLS:C1415675
GO:0017055	negative regulation of RNA polymerase II transcriptional preinitiation complex assembly	Biological Process	UMLS:C2755937
91404	SESTD1	Gene	UMLS:C1425484
GO:0043300	regulation of leukocyte degranulation	Biological Process	UMLS:C1622879
134218	DNAJC21	Gene	UMLS:C2239357
C0853225	International normalised ratio increased	Side Effect	UMLS:C0853225
GO:0016052	carbohydrate catabolic process	Biological Process	UMLS:C1157747
6091	ROBO1	Gene	UMLS:C1419596
GO:0048254	snoRNA localization	Biological Process	UMLS:C1327238
5364	PLXNB1	Gene	UMLS:C1418664
23187	PHLDB1	Gene	UMLS:C1428201
GO:0032824	negative regulation of natural killer cell differentiation	Biological Process	UMLS:C1819659
GO:0032824	negative regulation of natural killer cell differentiation	Biological Process	UMLS:C2246129
GO:0032824	negative regulation of natural killer cell differentiation	Biological Process	UMLS:C3158516
GO:0015057	thrombin receptor activity	Molecular Function	UMLS:C1149150
GO:0032488	Cdc42 protein signal transduction	Biological Process	UMLS:C1819407
GO:0032488	Cdc42 protein signal transduction	Biological Process	UMLS:C3271238
GO:0032488	Cdc42 protein signal transduction	Biological Process	UMLS:C3271239
84503	ZNF527	Gene	UMLS:C1428850
5645	PRSS2	Gene	UMLS:C1418970
GO:0030490	maturation of SSU-rRNA	Biological Process	UMLS:C1156154
GO:0030490	maturation of SSU-rRNA	Biological Process	UMLS:C2244553
6913	TBX15	Gene	UMLS:C1420605
GO:0060763	mammary duct terminal end bud growth	Biological Process	UMLS:C2752991
79644	SRD5A3	Gene	UMLS:C2240046
C0520559	Numbness of tongue	Side Effect	UMLS:C0520559
GO:0051834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	Biological Process	UMLS:C1816428
GO:0051834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	Biological Process	UMLS:C3155168
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C1151278
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260101
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260104
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260105
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260106
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260107
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260111
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	Molecular Function	UMLS:C2260113
113115	MTFR2	Gene	UMLS:C3543223
C0267373	Intestinal haemorrhage	Side Effect	UMLS:C0267373
C0042063	Congenital genitourinary abnormality	Side Effect	UMLS:C0042063
201292	TRIM65	Gene	UMLS:C1540069
54742	LY6K	Gene	UMLS:C1537625
27000	DNAJC2	Gene	UMLS:C1421867
PC7_5533	Mitotic Prometaphase	Pathway	PC7_5533
3679	ITGA7	Gene	UMLS:C1416489
C0032285	Pneumonia	Side Effect	UMLS:C0032285
219293	ATAD3C	Gene	UMLS:C1825096
253430	IPMK	Gene	UMLS:C1427103
57161	PELI2	Gene	UMLS:C1418454
2098	ESD	Gene	UMLS:C1414459
C0039240	Supraventricular tachycardia	Side Effect	UMLS:C0039240
5438	POLR2I	Gene	UMLS:C1418747
285381	DPH3	Gene	UMLS:C1538164
55596	ZCCHC8	Gene	UMLS:C1428463
GO:1990416	cellular response to brain-derived neurotrophic factor stimulus	Biological Process	UMLS:C3896178
GO:0006522	alanine metabolic process	Biological Process	UMLS:C1156844
GO:0031627	telomeric loop formation	Biological Process	UMLS:C1621533
C0678222	Carcinoma breast	Side Effect	UMLS:C0678222
84971	ATG4D	Gene	UMLS:C1825496
57546	PDP2	Gene	UMLS:C2829996
DB00440	Trimethoprim	Compound	UMLS:C0041041
DB00440	Trimethoprim	Compound	UMLS:C0728764
DB00440	Trimethoprim	Compound	UMLS:C0733453
9667	SAFB2	Gene	UMLS:C1427641
400581	GRAPL	Gene	UMLS:C2829541
N0000009924	Adrenergic beta2-Antagonists	Pharmacologic Class	UMLS:C1373133
85415	RHPN2	Gene	UMLS:C1426575
GO:0017166	vinculin binding	Molecular Function	UMLS:C1149280
C0867389	Chronic graft versus host disease	Side Effect	UMLS:C0867389
9443	MED7	Gene	UMLS:C1332787
645922	S100A7L2	Gene	UMLS:C1427677
GO:0060149	negative regulation of posttranscriptional gene silencing	Biological Process	UMLS:C2262919
GO:0043175	RNA polymerase core enzyme binding	Molecular Function	UMLS:C1523821
DOID:1793	pancreatic cancer	Disease	UMLS:C0030297
DOID:1793	pancreatic cancer	Disease	UMLS:C0153458
DOID:1793	pancreatic cancer	Disease	UMLS:C0153459
DOID:1793	pancreatic cancer	Disease	UMLS:C0153460
DOID:1793	pancreatic cancer	Disease	UMLS:C0153463
GO:0019534	toxin transporter activity	Molecular Function	UMLS:C1153683
55210	ATAD3A	Gene	UMLS:C1428501
DB01116	Trimethaphan	Compound	UMLS:C0041040
GO:0001574	ganglioside biosynthetic process	Biological Process	UMLS:C1157367
19	ABCA1	Gene	UMLS:C1412058
GO:0043489	RNA stabilization	Biological Process	UMLS:C1624027
196528	ARID2	Gene	UMLS:C1425257
C0031350	Pharyngitis	Side Effect	UMLS:C0031350
10297	APC2	Gene	UMLS:C1332100
2550	GABBR1	Gene	UMLS:C1414904
GO:0097232	lamellar body membrane	Cellular Component	UMLS:C3269186
GO:0010675	regulation of cellular carbohydrate metabolic process	Biological Process	UMLS:C2611971
221823	PRPS1L1	Gene	UMLS:C1418955
GO:1902745	positive regulation of lamellipodium organization	Biological Process	UMLS:C3157622
GO:1902745	positive regulation of lamellipodium organization	Biological Process	UMLS:C3823214
C0007868	Cervical dysplasia	Side Effect	UMLS:C0007868
9625	AATK	Gene	UMLS:C1412055
GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex	Cellular Component	UMLS:C3896225
GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex	Cellular Component	UMLS:C3896226
105379645	LOC105379645	Gene	105379645
C0206062	Interstitial lung disease	Side Effect	UMLS:C0206062
144233	BCDIN3D	Gene	UMLS:C2240206
5414	SEPT4	Gene	UMLS:C1539747
23415	KCNH4	Gene	UMLS:C1416574
DOID:585	nephrolithiasis	Disease	UMLS:C0156257
389206	BEND4	Gene	UMLS:C1824542
C0236018	Aura	Side Effect	UMLS:C0236018
GO:0005618	cell wall	Cellular Component	UMLS:C0007623
GO:0072502	cellular trivalent inorganic anion homeostasis	Biological Process	UMLS:C3156555
191585	PLAC4	Gene	UMLS:C1422789
GO:0090208	positive regulation of triglyceride metabolic process	Biological Process	UMLS:C2755622
9895	TECPR2	Gene	UMLS:C2680469
6268	S12	Gene	UMLS:C1419792
GO:0050909	sensory perception of taste	Biological Process	UMLS:C0039336
GO:0051798	positive regulation of hair follicle development	Biological Process	UMLS:C1816420
GO:0051798	positive regulation of hair follicle development	Biological Process	UMLS:C2259572
GO:0051798	positive regulation of hair follicle development	Biological Process	UMLS:C2259573
10455	ECI2	Gene	UMLS:C1422782
8218	CLTCL1	Gene	UMLS:C1413513
471	ATIC	Gene	UMLS:C1412625
10749	KIF1C	Gene	UMLS:C1416632
2890	GRIA1	Gene	UMLS:C1415287
GO:0038128	ERBB2 signaling pathway	Biological Process	UMLS:C1512128
DB00609	Ethionamide	Compound	UMLS:C0015021
DB00609	Ethionamide	Compound	UMLS:C0733402
GO:0005719	nuclear euchromatin	Cellular Component	UMLS:C1325553
GO:0051250	negative regulation of lymphocyte activation	Biological Process	UMLS:C1518065
GO:0051250	negative regulation of lymphocyte activation	Biological Process	UMLS:C2259306
GO:0044712	single-organism catabolic process	Biological Process	UMLS:C3548917
GO:0005915	zonula adherens	Cellular Component	UMLS:C0230613
C0019243	Hereditary angioedema	Side Effect	UMLS:C0019243
401115	C4orf48	Gene	UMLS:C2681226
DB04920	Clevidipine	Compound	UMLS:C0766108
DB04920	Clevidipine	Compound	UMLS:C2347779
PC7_8056	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Pathway	PC7_8056
D002832	Choroid Hemorrhage	Symptom	UMLS:C0008522
DB08822	Azilsartan medoxomil	Compound	UMLS:C1958569
DB08822	Azilsartan medoxomil	Compound	UMLS:C2698290
DB08822	Azilsartan medoxomil	Compound	UMLS:C2698291
GO:0047961	glycine N-acyltransferase activity	Molecular Function	UMLS:C1324708
D046088	Hearing Loss, Unilateral	Symptom	UMLS:C0521785
D046088	Hearing Loss, Unilateral	Symptom	UMLS:C2607947
84166	NLRC5	Gene	UMLS:C1826434
GO:0090259	regulation of retinal ganglion cell axon guidance	Biological Process	UMLS:C2755678
GO:0071674	mononuclear cell migration	Biological Process	UMLS:C2754883
25809	TTLL1	Gene	UMLS:C1412990
GO:0006353	DNA-templated transcription, termination	Biological Process	UMLS:C1148794
GO:0006353	DNA-templated transcription, termination	Biological Process	UMLS:C3156897
GO:0006353	DNA-templated transcription, termination	Biological Process	UMLS:C3156898
6704	SPRR2E	Gene	UMLS:C1420378
421	ARVCF	Gene	UMLS:C1412567
GO:0008241	peptidyl-dipeptidase activity	Molecular Function	UMLS:C1150237
DB00528	Lercanidipine	Compound	UMLS:C0526399
DB00528	Lercanidipine	Compound	UMLS:C4256026
939	CD27	Gene	UMLS:C1824668
GO:0016413	O-acetyltransferase activity	Molecular Function	UMLS:C1151947
C0151610	Tongue oedema	Side Effect	UMLS:C0151610
GO:0031860	telomeric 3' overhang formation	Biological Process	UMLS:C1621615
GO:0031860	telomeric 3' overhang formation	Biological Process	UMLS:C2756068
GO:0031826	type 2A serotonin receptor binding	Molecular Function	UMLS:C1621667
GO:0031826	type 2A serotonin receptor binding	Molecular Function	UMLS:C1751508
PC7_4438	Hedgehog 'off' state	Pathway	PC7_4438
11185	INMT	Gene	UMLS:C1416439
GO:0043987	histone H3-S10 phosphorylation	Biological Process	UMLS:C2613338
80153	EDC3	Gene	UMLS:C1825025
56952	PRTFDC1	Gene	UMLS:C1428041
343472	BARHL2	Gene	UMLS:C1412736
23270	TSPYL4	Gene	UMLS:C1427609
GO:0043501	skeletal muscle adaptation	Biological Process	UMLS:C1625141
GO:0043501	skeletal muscle adaptation	Biological Process	UMLS:C2248552
729852	UMAD1	Gene	UMLS:C3891396
C1442826	Necrotising enterocolitis neonatal	Side Effect	UMLS:C1442826
GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	Biological Process	UMLS:C3158680
GO:0005819	spindle	Cellular Component	UMLS:C1166795
GO:0098590	plasma membrane region	Cellular Component	UMLS:C2335800
257202	GPX6	Gene	UMLS:C1415280
DB00452	Framycetin	Compound	UMLS:C0016673
DB01611	Hydroxychloroquine	Compound	UMLS:C0020336
DB01611	Hydroxychloroquine	Compound	UMLS:C4255642
DB01611	Hydroxychloroquine	Compound	UMLS:C4255643
84634	KISS1R	Gene	UMLS:C1333695
GO:1903077	negative regulation of protein localization to plasma membrane	Biological Process	UMLS:C3893861
GO:1903077	negative regulation of protein localization to plasma membrane	Biological Process	UMLS:C3893862
26261	FBXO24	Gene	UMLS:C1422089
7156	TOP3A	Gene	UMLS:C1336659
495	ATP4A	Gene	UMLS:C1412645
79751	SLC25A22	Gene	UMLS:C1426556
10563	CXCL13	Gene	UMLS:C1366572
C0748536	Scleral haemorrhage	Side Effect	UMLS:C0748536
GO:0019563	glycerol catabolic process	Biological Process	UMLS:C1156430
GO:0016208	AMP binding	Molecular Function	UMLS:C1148922
113230	LOC113230	Gene	UMLS:C4320464
54873	PALMD	Gene	UMLS:C1423769
27107	ZBTB11	Gene	UMLS:C1538147
3778	KCNMA1	Gene	UMLS:C1416602
C0020626	Hypoparathyroidism	Side Effect	UMLS:C0020626
5638	PRRG1	Gene	UMLS:C1418961
GO:0003330	regulation of extracellular matrix constituent secretion	Biological Process	UMLS:C2753726
2213	FCGR2B	Gene	UMLS:C1414554
GO:0005771	multivesicular body	Cellular Component	UMLS:C0230825
GO:0007338	single fertilization	Biological Process	UMLS:C0683145
GO:0007338	single fertilization	Biological Process	UMLS:C1817466
GO:0007338	single fertilization	Biological Process	UMLS:C2828364
55703	POLR3B	Gene	UMLS:C1538696
DB00377	Palonosetron	Compound	UMLS:C0220578
GO:0033087	negative regulation of immature T cell proliferation	Biological Process	UMLS:C2246483
5077	PAX3	Gene	UMLS:C1335192
PC7_4157	Glucagon signaling in metabolic regulation	Pathway	PC7_4157
GO:0043030	regulation of macrophage activation	Biological Process	UMLS:C1326166
GO:0070603	SWI/SNF superfamily-type complex	Cellular Component	UMLS:C2753359
GO:0070603	SWI/SNF superfamily-type complex	Cellular Component	UMLS:C2753360
GO:0070603	SWI/SNF superfamily-type complex	Cellular Component	UMLS:C3546312
154150	HDGFL1	Gene	UMLS:C1539650
529	ATP6V1E1	Gene	UMLS:C1412677
C0025312	Meningomyelocele	Side Effect	UMLS:C0025312
DB00134	L-Methionine	Compound	UMLS:C0025646
GO:0051549	positive regulation of keratinocyte migration	Biological Process	UMLS:C1656946
GO:0051549	positive regulation of keratinocyte migration	Biological Process	UMLS:C2259461
GO:0051549	positive regulation of keratinocyte migration	Biological Process	UMLS:C2259462
2882	GPX7	Gene	UMLS:C1415281
GO:0047718	indanol dehydrogenase activity	Molecular Function	UMLS:C1324141
GO:0014824	artery smooth muscle contraction	Biological Process	UMLS:C2265834
GO:0070221	sulfide oxidation, using sulfide:quinone oxidoreductase	Biological Process	UMLS:C2610879
166378	SPATA5	Gene	UMLS:C1425325
134	ADORA1	Gene	UMLS:C1412245
115752	DIS3L	Gene	UMLS:C1824941
GO:0030992	intraciliary transport particle B	Cellular Component	UMLS:C1523472
GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity	Molecular Function	UMLS:C1151016
GO:0008146	sulfotransferase activity	Molecular Function	UMLS:C1152485
GO:0090646	mitochondrial tRNA processing	Biological Process	UMLS:C4236784
10412	NSA2	Gene	UMLS:C2675889
126006	PCP2	Gene	UMLS:C1428943
N0000175685	Partial Opioid Agonists	Pharmacologic Class	UMLS:C2917250
90850	ZNF598	Gene	UMLS:C1428666
GO:0090361	regulation of platelet-derived growth factor production	Biological Process	UMLS:C3156985
GO:0015385	sodium:proton antiporter activity	Molecular Function	UMLS:C1153208
GO:0015385	sodium:proton antiporter activity	Molecular Function	UMLS:C1750193
C0400877	Postoperative ileus	Side Effect	UMLS:C0400877
144348	ZNF664	Gene	UMLS:C1538229
5545	PRB4	Gene	UMLS:C1418869
100532727	DDX11L12	Gene	100532727
285690	LOC285690	Gene	285690
389337	ARHGEF37	Gene	UMLS:C2828661
PC7_5948	Nitric oxide stimulates guanylate cyclase	Pathway	PC7_5948
GO:0097386	glial cell projection	Cellular Component	UMLS:C3546244
GO:0097386	glial cell projection	Cellular Component	UMLS:C3546245
GO:0097386	glial cell projection	Cellular Component	UMLS:C3548460
123920	CMTM3	Gene	UMLS:C1426063
10815	CPLX1	Gene	UMLS:C1413670
100287837	LOC100287837	Gene	100287837
GO:0071898	regulation of estrogen receptor binding	Biological Process	UMLS:C3156111
6375	XCL1	Gene	UMLS:C1363878
GO:0006570	tyrosine metabolic process	Biological Process	UMLS:C1156790
79090	TRAPPC6A	Gene	UMLS:C1427890
51204	TACO1	Gene	UMLS:C1824568
602	BCL3	Gene	UMLS:C0812238
DB00328	Indomethacin	Compound	UMLS:C0021246
DB00328	Indomethacin	Compound	UMLS:C0700798
DB00328	Indomethacin	Compound	UMLS:C4256110
DB00514	Dextromethorphan	Compound	UMLS:C0011816
81493	SYNC	Gene	UMLS:C1539905
GO:0071241	cellular response to inorganic substance	Biological Process	UMLS:C2754443
10848	PPP1R13L	Gene	UMLS:C1538712
C1260402	Splenic sequestration	Side Effect	UMLS:C1260402
4131	MAP1B	Gene	UMLS:C1417004
56623	INPP5E	Gene	UMLS:C1427565
PC7_7661	Stabilization of p53	Pathway	PC7_7661
5997	RGS2	Gene	UMLS:C1335616
GO:0072179	nephric duct formation	Biological Process	UMLS:C2755195
GO:0050772	positive regulation of axonogenesis	Biological Process	UMLS:C1326634
GO:0050772	positive regulation of axonogenesis	Biological Process	UMLS:C2255922
GO:0050772	positive regulation of axonogenesis	Biological Process	UMLS:C2255923
GO:0031023	microtubule organizing center organization	Biological Process	UMLS:C1523502
GO:0006897	endocytosis	Biological Process	UMLS:C0014139
GO:0006897	endocytosis	Biological Process	UMLS:C1749556
GO:0006897	endocytosis	Biological Process	UMLS:C4316901
55334	SLC39A9	Gene	UMLS:C1426756
